,IHH,FERMT1,SOX9,EGFR,FN1,PHOSPHO1,ACRBP,FBXO7,BMPR1A,TAGLN,MYL9,ACTA2,ACRVL1,PDGFRB,CTSK,WISP2
initial_state,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1
